sekse,cgebland_1,cgebland_2,cgebland_3,cgebland_4,cgebland_5,cgebland_6,cgebland_7,lnvgalguz,leeftijd,delcuziv_1,delcuziv_2,delcuziv_3,delcuziv_4,delcuziv_5,delcuziv_6,delcuziv_7,delcuziv_8,dum1120,dum21plus,lft2,rec4
0,1,0,0,0,0,0,0,1.0986122886681098,45.29753089588562,0,0,0,0,0,0,1,0,0,0,100.9803534832934,0
0,1,0,0,0,0,0,0,0.6931471805599453,26.674465010013435,0,0,0,0,0,1,0,0,0,0,73.51635282855541,0
0,1,0,0,0,0,0,0,0.0,40.837782340862425,0,0,0,1,0,0,0,0,0,0,31.238592891469104,0
0,1,0,0,0,0,0,0,0.0,20.142368240930868,0,0,0,1,0,0,0,0,0,0,228.19922811411377,1
0,0,0,0,0,0,0,1,0.0,31.65776865160849,0,0,0,1,0,0,0,0,0,0,12.894305138597268,0
0,1,0,0,0,0,0,0,1.791759469228055,34.08811775927193,0,0,0,0,0,0,1,0,0,0,1.3467950971853575,0
0,1,0,0,0,0,0,0,0.0,36.65526459553325,0,0,0,0,1,0,0,0,0,1,1.9786130840455132,1
0,1,0,0,0,0,0,0,0.6931471805599453,28.53388090349076,0,0,0,0,1,0,0,0,0,0,45.08789266963962,0
0,1,0,0,0,0,0,0,2.0794415416798357,20.833504734200318,0,0,0,0,1,0,0,0,0,0,207.79591637619484,1
0,0,0,0,0,0,0,1,0.0,20.262833675564682,0,0,0,0,0,0,1,0,0,0,224.574174589947,1
1,0,0,0,0,0,1,0,0.0,45.55362464192461,1,0,0,0,0,0,0,0,0,0,106.19285741774007,0
0,1,0,0,0,0,0,0,0.0,36.67055289375618,0,0,0,1,0,0,0,0,0,1,2.0218568296923034,1
0,1,0,0,0,0,0,0,0.0,40.7340831051791,0,0,0,0,0,0,0,1,0,0,30.090165346344875,0
0,1,0,0,0,0,0,0,1.0986122886681098,21.351938170203056,0,0,0,1,0,0,0,0,0,0,193.1181208845684,0
0,0,1,0,0,0,0,0,0.0,33.921971252566735,0,0,0,0,0,0,0,1,0,0,1.7600307899093017,0
0,1,0,0,0,0,0,0,1.3862943611198906,36.90643100235759,0,0,0,0,0,0,1,0,0,0,2.748294969122466,0
0,0,0,0,0,0,1,0,2.302585092994046,26.974186091464496,0,0,0,0,1,0,0,0,0,0,68.46646788626622,0
0,1,0,0,0,0,0,0,1.0986122886681098,28.203987217025375,0,0,0,0,0,0,1,0,0,0,49.62703100990244,1
1,1,0,0,0,0,0,0,2.302585092994046,37.28229960453267,0,0,0,0,1,0,0,0,0,0,4.135800781505967,0
0,0,0,0,1,0,0,0,1.6094379124341003,29.112389567013967,0,0,0,0,0,1,0,0,0,0,37.653480683523156,1
1,0,0,0,1,0,0,0,0.0,28.246406570841888,0,0,0,1,0,0,0,0,0,0,49.03117178677548,0
0,1,0,0,0,0,0,0,0.6931471805599453,49.492611288564405,0,0,0,0,0,0,1,0,0,0,202.89092395066857,0
0,1,0,0,0,0,0,0,0.0,25.25632319948285,0,0,0,1,0,0,0,0,0,0,99.84625061383852,1
0,0,0,0,1,0,0,0,0.0,55.12248681775547,0,0,0,1,0,0,0,0,0,0,394.9700745905807,0
1,1,0,0,0,0,0,0,0.0,61.076950813750095,1,0,0,0,0,0,0,0,0,0,667.1020128119758,0
0,1,0,0,0,0,0,0,1.0986122886681098,30.759537227165563,0,0,0,1,0,0,0,0,0,0,20.15197882000618,1
0,1,0,0,0,0,0,0,0.6931471805599453,48.840096236722694,0,0,0,0,0,1,0,0,0,0,184.72787908457173,0
0,1,0,0,0,0,0,0,1.9459101490553132,41.21130561259412,0,0,0,0,0,0,1,0,0,0,35.55346739153449,1
0,1,0,0,0,0,0,0,0.0,54.67488021902806,0,0,0,1,0,0,0,0,0,1,377.3790898326864,1
0,0,0,0,0,0,1,0,0.0,25.01574264202601,0,0,0,1,0,0,0,0,0,0,104.71204043344108,0
1,1,0,0,0,0,0,0,0.0,61.72210814510609,0,0,0,1,0,0,0,0,0,0,700.8448982752927,1
0,1,0,0,0,0,0,0,1.6094379124341003,40.826727412731,0,0,0,0,1,0,0,0,0,0,31.115139809329044,0
0,1,0,0,0,0,0,0,2.3978952727983707,52.32178197961822,0,0,0,0,0,0,0,1,0,0,291.49242383001996,1
0,1,0,0,0,0,0,0,1.6094379124341003,60.832306639288156,1,0,0,0,0,0,0,0,0,0,654.5243684944551,1
0,1,0,0,0,0,0,0,1.0986122886681098,26.496919917864478,0,0,0,0,1,0,0,0,0,0,76.59247789947659,1
0,0,0,0,0,0,1,0,0.0,20.648870636550306,0,0,0,0,0,0,1,0,0,0,213.15305444213166,0
0,0,0,0,1,0,0,0,0.0,27.748117727583846,0,0,0,0,1,0,0,0,0,0,56.25772594714164,1
0,1,0,0,0,0,0,0,0.0,34.637580677871576,1,0,0,0,0,0,0,0,0,0,0.3733846630119624,0
0,1,0,0,0,0,0,0,0.0,58.920134452556596,0,0,0,1,0,0,0,0,1,0,560.3399917632702,1
0,0,1,0,0,0,0,0,0.0,39.104072996679086,0,0,0,1,0,0,0,0,0,0,14.864419318040067,0
0,1,0,0,0,0,0,0,0.0,65.42642026009582,0,0,0,1,0,0,0,0,0,0,910.6988576137924,0
0,1,0,0,0,0,0,0,0.6931471805599453,45.497604380561256,0,0,0,0,0,0,1,0,0,0,105.04141901173925,0
0,1,0,0,0,0,0,0,0.0,35.252566735112936,0,0,0,0,0,0,1,0,0,0,1.5476057576868033e-05,0
0,0,0,0,0,0,1,0,0.0,40.59958932238193,0,0,0,1,0,0,0,0,0,1,28.632735992925678,1
0,0,0,0,0,0,0,1,0.0,37.0114522967526,0,0,0,0,1,0,0,0,0,1,3.1075326731758572,1
0,1,0,0,0,0,0,0,0.0,48.046253707506274,1,0,0,0,0,0,0,0,0,0,163.7791015822425,1
0,0,0,1,0,0,0,0,0.0,32.6870093099602,0,0,0,1,0,0,0,0,0,1,6.561914766610327,1
0,1,0,0,0,0,0,0,1.6094379124341003,19.780570924278145,0,0,0,0,1,0,0,0,0,0,239.26093735717876,1
0,1,0,0,0,0,0,0,0.0,30.089108455649352,0,0,0,0,0,0,1,0,0,0,26.62069118176435,0
0,0,0,0,0,0,0,1,0.0,27.28773775572287,0,0,0,0,0,0,1,0,0,0,63.37584947677392,1
1,1,0,0,0,0,0,0,0.0,20.423616688214565,0,0,0,0,0,0,1,0,0,0,219.78110191538724,1
0,0,1,0,0,0,0,0,0.6931471805599453,18.123386347504248,0,0,0,1,0,0,0,0,0,0,293.2740651353879,1
0,0,0,0,0,0,0,1,0.6931471805599453,38.52134002585748,0,0,0,0,1,0,0,0,0,0,10.710612762632111,1
0,0,0,0,0,1,0,0,0.0,36.76933607118412,0,0,0,0,1,0,0,0,1,0,2.3125385209808296,0
0,0,0,0,0,0,0,1,0.6931471805599453,45.880903490759756,0,0,0,1,0,0,0,0,0,0,113.04518061484198,0
0,1,0,0,0,0,0,0,0.0,25.763780357188125,1,0,0,0,0,0,0,0,0,1,89.96242535052593,0
0,1,0,0,0,0,0,0,1.0986122886681098,22.671834581843992,0,0,0,0,0,1,0,0,0,0,158.1758527421173,1
1,1,0,0,0,0,0,0,0.0,30.94041571602403,0,0,0,0,0,0,1,0,0,0,18.560734210379138,0
0,1,0,0,0,0,0,0,0.0,25.00853458437904,1,0,0,0,0,0,0,0,1,0,104.85961091345506,1
0,1,0,0,0,0,0,0,1.3862943611198906,24.414788291885316,0,0,0,0,0,0,1,0,0,0,117.37218624188554,0
1,1,0,0,0,0,0,0,0.0,37.46601287803889,0,0,0,0,0,0,1,0,0,0,4.916774530036751,1
0,0,0,0,0,0,1,0,0.0,25.415468856947296,0,0,0,1,0,0,0,0,0,0,96.69111260078367,0
0,1,0,0,0,0,0,0,0.0,39.28815879534565,0,0,1,0,0,0,0,0,0,1,16.317770484869705,1
0,1,0,0,0,0,0,0,0.0,21.54691697087231,0,0,0,0,0,0,1,0,0,0,187.73701592342204,1
0,1,0,0,0,0,0,0,0.0,61.27192248459959,0,0,0,0,0,0,1,0,0,0,677.2116074116678,0
0,0,0,0,0,0,1,0,0.0,25.585215605749486,0,0,0,0,0,0,1,0,0,0,93.38163134912047,0
0,1,0,0,0,0,0,0,2.3978952727983707,29.488404378026214,0,0,0,0,0,1,0,0,0,0,33.18023116274423,0
0,1,0,0,0,0,0,0,0.6931471805599453,18.781656399726216,0,0,0,0,1,0,0,0,0,0,271.16131087933474,1
1,1,0,0,0,0,0,0,1.0986122886681098,20.00276164854108,0,0,0,0,1,0,0,0,0,0,232.43658634488582,1
0,1,0,0,0,0,0,0,1.0986122886681098,42.90116723071463,0,0,0,0,1,0,0,0,0,0,58.56128362586943,1
0,0,0,0,0,1,0,0,1.791759469228055,42.73890070854564,0,0,0,0,0,0,1,0,0,0,56.10411374563649,0
0,1,0,0,0,0,0,0,0.6931471805599453,62.9411532562679,0,0,0,1,0,0,0,0,0,0,766.8756907138954,0
1,0,0,0,0,0,0,1,0.0,26.666666666666668,0,0,0,0,0,0,0,1,0,0,73.65014225097212,0
0,0,0,0,0,1,0,0,0.0,33.949349760438054,0,0,0,1,0,0,0,0,0,1,1.6881363468407549,1
1,0,0,0,0,0,0,1,0.6931471805599453,31.983572895277206,1,0,0,0,0,0,0,0,0,0,10.660616005388368,0
0,1,0,0,0,0,0,0,0.0,59.3347022587269,0,0,0,0,0,0,1,0,0,0,580.1387432692493,0
0,1,0,0,0,0,0,0,0.0,38.47275493066646,0,0,0,0,0,0,1,0,0,0,10.394963687286083,0
0,1,0,0,0,0,0,0,1.3862943611198906,59.97875377088245,0,0,0,1,0,0,0,0,0,0,611.5788845678372,0
0,1,0,0,0,0,0,0,0.0,48.355920602327174,1,0,0,0,0,0,0,0,0,0,171.8009942397316,0
0,1,0,0,0,0,0,0,0.0,18.371291733211653,0,0,0,0,0,0,0,1,0,0,284.8446405747361,1
1,1,0,0,0,0,0,0,0.0,47.04028367176211,0,0,0,1,0,0,0,0,0,0,139.04303091729074,0
1,1,0,0,0,0,0,0,0.0,53.79876796714579,0,0,0,0,0,0,1,0,0,0,344.1075157195343,1
0,1,0,0,0,0,0,0,0.0,27.562658060182017,0,0,0,0,0,0,0,1,0,0,59.07420728672055,0
0,1,0,0,0,0,0,0,0.0,34.338124572210816,0,0,0,1,0,0,0,0,0,1,0.8290251837805368,1
0,0,0,1,0,0,0,0,1.791759469228055,32.34600558977869,0,0,0,0,1,0,0,0,0,0,8.425244565018124,1
0,1,0,0,0,0,0,0,0.6931471805599453,22.47468441833346,0,0,0,0,0,0,1,0,0,0,163.17375656875677,0
1,1,0,0,0,0,0,0,0.6931471805599453,43.997770236012876,0,0,0,0,0,0,1,0,0,0,76.54740634596337,0
0,1,0,0,0,0,0,0,0.6931471805599453,57.40339018176287,0,0,0,1,0,0,0,0,0,0,490.8332758392798,0
0,1,0,0,0,0,0,0,2.1972245773362196,22.50513347022587,0,0,0,0,0,1,0,0,0,0,162.39677448087093,1
0,1,0,0,0,0,0,0,1.3862943611198906,24.056689703906507,0,0,0,0,0,0,0,1,0,0,125.25958966276629,1
0,1,0,0,0,0,0,0,0.0,47.165253758207214,0,0,0,0,0,0,1,0,0,0,142.00585570408393,1
0,0,0,0,0,0,0,1,0.6931471805599453,35.69423935914011,1,0,0,0,0,0,0,0,0,0,0.1985652295741629,0
0,1,0,0,0,0,0,0,1.9459101490553132,49.48915731868076,0,0,0,0,0,0,1,0,0,0,202.79253933494476,0
1,1,0,0,0,0,0,0,0.6931471805599453,38.444900752908964,0,0,0,0,0,0,1,0,0,0,10.216128999123907,0
1,0,1,0,0,0,0,0,2.1972245773362196,31.200684462696785,0,0,0,1,0,0,0,0,0,0,16.385885523225337,1
0,0,0,0,0,0,0,1,0.0,20.03681490354146,0,0,0,1,0,0,0,0,0,0,231.39940289485085,0
0,0,0,0,0,1,0,0,0.0,36.95824777549623,0,0,0,1,0,0,0,0,1,0,2.9227834566171538,1
0,1,0,0,0,0,0,0,2.1972245773362196,46.86379192334018,0,0,0,1,0,0,0,0,0,0,134.9119220867594,1
0,1,0,0,0,0,0,0,1.9459101490553132,20.872199596927523,0,0,0,0,1,0,0,0,0,0,206.6818308672802,1
0,1,0,0,0,0,0,0,0.0,21.856262833675565,0,0,0,1,0,0,0,0,0,1,179.35557259284127,1
0,1,0,0,0,0,0,0,0.0,26.290289407306005,0,0,0,1,0,0,0,0,0,1,80.25191585842313,1
1,1,0,0,0,0,0,0,0.0,21.834730080868,0,0,0,0,0,0,1,0,0,0,179.93278543510846,1
0,1,0,0,0,0,0,0,1.0986122886681098,41.84531143052703,0,0,0,0,0,0,1,0,0,0,43.51616931012073,0
0,1,0,0,0,0,0,0,0.0,37.28436066114026,0,0,0,0,0,1,0,0,1,0,4.144188034381687,1
0,1,0,0,0,0,0,0,0.0,63.43052703627652,1,0,0,0,0,0,0,0,0,0,794.2191642641403,0
0,1,0,0,0,0,0,0,1.3862943611198906,53.61110813243086,0,0,0,0,1,0,0,0,0,0,337.18050132416903,1
1,1,0,0,0,0,0,0,0.0,40.00147115116486,0,0,0,0,0,0,0,1,0,0,22.58947264855909,0
0,1,0,0,0,0,0,0,0.0,18.822191389712778,0,0,0,0,1,0,0,0,0,0,269.8279765199454,1
0,1,0,0,0,0,0,0,0.0,41.47022587268994,0,0,0,0,0,0,1,0,0,1,38.7082206975889,1
0,1,0,0,0,0,0,0,0.0,59.66201187669531,0,0,0,0,0,0,0,1,0,0,596.0130792587042,0
0,1,0,0,0,0,0,0,1.0986122886681098,20.886920203057265,0,0,0,0,1,0,0,0,0,0,206.25878794285276,1
0,1,0,0,0,0,0,0,1.0986122886681098,27.430527036276523,0,0,0,0,0,0,1,0,0,0,61.122777311242665,0
0,1,0,0,0,0,0,0,0.0,49.58431838923112,0,0,0,0,0,0,0,1,0,0,205.51188208621645,0
1,1,0,0,0,0,0,0,0.0,55.74588875579892,1,0,0,0,0,0,0,0,0,0,420.1375028226713,0
0,1,0,0,0,0,0,0,0.0,46.76145613101123,0,0,0,0,0,0,1,0,0,0,132.5451016718057,0
0,1,0,0,0,0,0,0,0.0,25.151770635282784,0,0,0,0,0,0,1,0,0,0,101.94662502891225,1
0,0,0,0,0,0,0,1,2.3978952727983707,25.500562431870613,0,0,0,0,0,0,0,1,0,0,95.02487537642202,1
0,0,0,0,0,0,0,1,1.791759469228055,19.978097193702943,0,0,0,1,0,0,0,0,0,0,233.18925687985495,1
0,1,0,0,0,0,0,0,0.0,21.524203044591477,0,0,0,0,0,0,1,0,0,0,188.35997137117192,0
0,1,0,0,0,0,0,0,0.0,40.45448323066393,0,0,0,1,0,0,0,0,0,1,27.10087898712421,1
0,0,0,0,1,0,0,0,1.6094379124341003,47.60027378507871,0,0,0,0,0,0,1,0,0,0,152.5630356902314,1
0,1,0,0,0,0,0,0,0.0,26.43193839201967,0,0,0,1,0,0,0,0,0,0,77.73409980834778,0
1,0,0,1,0,0,0,0,0.0,26.377063052957133,0,0,0,0,0,0,0,1,0,0,78.70474929832373,0
0,1,0,0,0,0,0,0,0.0,25.02980229802013,0,0,0,0,0,0,1,0,1,0,104.42449627723231,0
0,1,0,0,0,0,0,0,0.0,19.906310651000076,0,0,0,0,1,0,0,0,0,0,235.3868480964919,1
0,0,0,0,1,0,0,0,1.0986122886681098,41.3305954825462,0,0,0,0,0,0,1,0,0,0,36.9902703998017,0
0,1,0,0,0,0,0,0,0.0,41.91649555099247,0,0,0,0,0,0,1,0,0,0,44.4603940255796,0
0,1,0,0,0,0,0,0,0.6931471805599453,38.03422313483915,1,0,0,0,0,0,0,0,0,0,7.759513663738115,0
0,1,0,0,0,0,0,0,0.0,58.594939792633156,1,0,0,0,0,0,0,0,0,0,545.050051453019,0
0,1,0,0,0,0,0,0,1.0986122886681098,24.16700889801506,1,0,0,0,0,0,0,0,0,0,122.80238770756344,1
0,0,0,0,1,0,0,0,0.0,42.444900752908964,1,0,0,0,0,0,0,0,0,1,51.786272838060945,1
0,0,0,0,0,0,1,0,0.0,20.209225574821915,0,0,0,0,0,1,0,0,0,0,226.18376887386913,0
0,1,0,0,0,0,0,0,0.0,27.96974779450909,0,0,0,0,0,0,1,0,0,0,52.98216653070963,0
0,1,0,0,0,0,0,0,0.0,19.59479808350445,0,0,0,1,0,0,0,0,1,0,245.04254048736394,1
0,0,0,0,0,0,0,1,0.6931471805599453,36.56854703779755,1,0,0,0,0,0,0,0,0,0,1.7421736663056242,0
0,0,0,0,0,0,1,0,0.0,52.99931553730322,1,0,0,0,0,0,0,0,0,0,315.0867385974462,0
0,0,0,0,0,0,0,1,0.6931471805599453,30.140999315537304,0,0,0,0,0,0,0,1,0,0,26.08791953621968,0
0,1,0,0,0,0,0,0,2.0794415416798357,55.24709103353867,0,0,0,0,0,0,0,1,0,0,399.9383327968343,0
0,1,0,0,0,0,0,0,0.0,50.08624229979466,0,0,0,0,0,0,0,1,0,0,220.1546564683863,0
0,0,0,0,0,0,1,0,2.3978952727983707,25.996693252972342,0,0,0,0,0,0,1,0,0,0,85.5983848830237,0
0,1,0,0,0,0,0,0,0.0,34.922577667503234,0,0,0,0,1,0,0,0,1,0,0.10631193184778777,1
0,1,0,0,0,0,0,0,1.0986122886681098,34.50025207873856,0,0,0,0,1,0,0,0,0,0,0.5600736636058472,0
0,0,0,0,0,0,1,0,0.6931471805599453,51.20256930184805,1,0,0,0,0,0,0,0,0,0,254.52809076517738,0
0,0,0,0,1,0,0,0,2.3978952727983707,42.29158110882957,0,0,0,0,0,1,0,0,0,0,49.60312126057522,0
0,0,0,0,0,0,0,1,0.0,44.87337440109514,0,0,0,1,0,0,0,0,1,0,92.63565140678223,1
0,1,0,0,0,0,0,0,1.791759469228055,34.71390343372119,0,0,0,0,1,0,0,0,0,0,0.2859354663302896,0
0,1,0,0,0,0,0,0,1.0986122886681098,28.46591718001369,0,0,0,0,1,0,0,0,0,0,46.00523081590712,0
0,1,0,0,0,0,0,0,1.791759469228055,60.511978097193705,1,0,0,0,0,0,0,0,0,0,638.2366169673462,0
0,1,0,0,0,0,0,0,0.0,31.0594552183943,0,0,0,0,0,0,1,0,1,0,17.549208584362677,1
0,0,0,0,1,0,0,0,1.3862943611198906,46.32700183157147,0,0,0,0,0,0,1,0,0,0,122.73026099698687,0
0,1,0,0,0,0,0,0,0.0,22.748802190280628,0,0,0,0,0,0,0,1,0,0,156.24576459773235,0
0,1,0,0,0,0,0,0,1.791759469228055,28.365387513625876,0,0,0,0,0,0,0,1,0,0,47.379065301272256,0
0,0,0,0,1,0,0,0,1.9459101490553132,46.74371745633381,0,0,0,0,0,1,0,0,0,0,132.13697187605382,0
0,1,0,0,0,0,0,0,0.0,52.34109507693868,1,0,0,0,0,0,0,0,0,0,292.15226761013463,0
0,1,0,0,0,0,0,0,2.302585092994046,26.10700179988339,0,0,0,0,0,0,1,0,0,0,83.56941684940983,1
1,0,0,1,0,0,0,0,0.0,20.459958932238195,0,0,0,0,0,1,0,0,0,0,218.70487396966988,0
0,0,0,0,0,0,1,0,0.6931471805599453,22.27789185489391,0,0,1,0,0,0,0,0,0,0,168.24011996571687,0
0,0,0,1,0,0,0,0,2.1972245773362196,30.32497376226329,0,0,0,0,0,0,1,0,0,0,24.242418054420742,0
0,0,0,0,0,1,0,0,1.791759469228055,38.68856947296372,1,0,0,0,0,0,0,0,0,0,11.833164499469483,1
1,1,0,0,0,0,0,0,0.0,30.50813696225315,0,0,0,0,0,0,1,0,0,0,22.472300532105056,0
0,0,0,0,0,0,0,1,1.6094379124341003,26.314322350242097,0,0,0,1,0,0,0,0,0,0,79.82190273094801,1
0,1,0,0,0,0,0,0,1.0986122886681098,51.81704423023297,0,0,0,0,0,0,0,1,0,0,274.5122582147826,0
0,0,0,0,0,0,0,1,1.3862943611198906,43.90267650264912,0,0,0,1,0,0,0,0,0,0,74.89247287395521,1
0,1,0,0,0,0,0,0,0.6931471805599453,24.330851173726774,0,0,0,1,0,0,0,0,0,0,119.1979550503425,0
0,1,0,0,0,0,0,0,1.0986122886681098,19.304344119958426,0,0,0,0,0,0,1,0,0,0,254.22034065284433,1
0,1,0,0,0,0,0,0,1.9459101490553132,42.6331773962532,0,0,0,0,0,0,0,1,0,0,54.53149929219994,0
0,0,0,0,1,0,0,0,2.1972245773362196,34.499680108753516,0,0,0,1,0,0,0,0,0,0,0.5609300933445696,0
0,1,0,0,0,0,0,0,0.6931471805599453,34.874962132735064,0,0,0,0,0,0,1,0,0,0,0.1396297474272715,0
1,0,0,0,0,1,0,0,0.0,46.050404308312416,0,0,0,0,0,0,1,0,0,0,116.67826830018178,0
0,1,0,0,0,0,0,0,0.0,62.99216600755444,0,0,0,0,1,0,0,0,0,0,769.7036363345054,0
